1735	0
1736	2
1737	4
1738	6
1739	8
1740	10
1741	12
1742	14
1743	16
1744	18
1745	20
1746	22
1747	24
1748	26
1749	28
1750	30
1751	32
1752	34
1753	36
1754	38
1755	40
1756	42
1757	44
1758	46
1759	48
1760	50
1761	52
1762	54
1763	56
1764	58
1765	60
1766	62
1767	64
1768	66
1769	68
1770	70
1771	72
1772	74
1773	76
1774	78
1775	80
1776	82
1777	84
1778	86
1779	88
1780	90
1781	92
1782	94
1783	96
1784	98
1785	100
1786	100
1787	98
1788	96
1789	94
1790	92
1791	90
1792	88
1793	86
1794	84
1795	82
1796	80
1797	78
1798	76
1799	74
1800	72
1801	70
1802	68
1803	66
1804	64
1805	62
1806	60
1807	58
1808	56
1809	54
1810	52
1811	50
1812	48
1813	46
1814	44
1815	42
1816	40
1817	38
1818	36
1819	34
1820	32
1821	30
1822	28
1823	26
1824	24
1825	22
1826	20
1827	18
1828	16
1829	14
1830	12
1831	10
1832	8
1833	6
1834	4
1835	2
1836	0
1837	0
1838	2
1839	4
1840	6
1841	8
1842	10
1843	12
1844	14
1845	16
1846	18
1847	20
1848	22
1849	24
1850	26
1851	28
1852	30
1853	32
1854	34
1855	36
1856	38
1857	40
1858	42
1859	44
1860	46
1861	48
1862	50
1863	52
1864	54
1865	56
1866	58
1867	60
1868	62
1869	64
1870	66
1871	68
1872	70
1873	72
1874	74
1875	76
1876	78
1877	80
1878	82
1879	84
1880	86
1881	88
1882	90
1883	92
1884	94
1885	96
1886	98
1887	100
1888	100
1889	98
1890	96
1891	94
1892	92
1893	90
1894	88
1895	86
1896	84
1897	82
1898	80
1899	78
1900	76
1901	74
1902	72
1903	70
1904	68
1905	66
1906	64
1907	62
1908	60
1909	58
1910	56
1911	54
1912	52
1913	50
1914	48
1915	46
1916	44
1917	42
1918	40
1919	38
1920	36
1921	34
1922	32
1923	30
1924	28
1925	26
1926	24
1927	22
1928	20
1929	18
1930	16
1931	14
1932	12
1933	10
1934	8
1935	6
1936	4
1937	2
1938	0
1939	0
1940	2
1941	4
1942	6
1943	8
1944	10
1945	12
1946	14
1947	16
1948	18
1949	20
1950	22
1951	24
1952	26
1953	28
1954	30
1955	32
1956	34
1957	36
1958	38
1959	40
1960	42
1961	44
1962	46
1963	48
1964	50
1965	52
1966	54
1967	56
1968	58
1969	60
1970	62
1971	64
1972	66
1973	68
1974	70
1975	72
1976	74
1977	76
1978	78
1979	80
1980	82
1981	84
1982	86
1983	88
1984	90
1985	92
1986	94
1987	96
1988	98
1989	100
1990	100
1991	98
1992	96
1993	94
1994	92
1995	90
1996	88
1997	86
1998	84
1999	82
2000	80
2001	78
2002	76
2003	74
2004	72
2005	70
2006	68
2007	66
2008	64
2009	62
2010	60
2011	58
2012	56
2013	54
2014	52
2015	50
2016	48
2017	46
2018	44
2019	42
2020	40
2021	38
2022	36
2023	34
2024	32
2025	30
2026	28
2027	26
2028	24
2029	22
2030	20
2031	18
2032	16
2033	14
2034	12
2035	10
2036	8
2037	6
2038	4
2039	2
2040	0
2041	0
2042	2
2043	4
2044	6
2045	8
2046	10
2047	12
2048	14
2049	16
2050	18
2051	20
2052	22
2053	24
2054	26
2055	28
2056	30
2057	32
2058	34
2059	36
2060	38
2061	40
2062	42
2063	44
2064	46
2065	48
2066	50
2067	52
2068	54
2069	56
2070	58
2071	60
2072	62
2073	64
2074	66
2075	68
2076	70
2077	72
2078	74
2079	76
2080	78
2081	80
2082	82
2083	84
2084	86
2085	88
2086	90
2087	92
2088	94
2089	96
2090	98
2091	100
2092	100
2093	98
2094	96
2095	94
2096	92
2097	90
2098	88
2099	86
2100	84
2101	82
2102	80
